query,generated_plan,default_plan_mean_ms,default_plan_std_ms,generated_plan_mean_ms,generated_plan_std_ms,absolute_advantage_ms,relative_advantage,n_runs,default_plan_all_runtimes_ms,generated_plan_all_runtimes_ms,default_statuses,generated_statuses,default_has_error_or_oom,default_has_timeout
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""languagelearning""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1024.3025,13.1379,298975.6975,292.882221,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1029.68,1027.38,1032.81,1001.06,1030.58","error,error,error,error,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""sports""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1035.3765,50.654,298964.6235,289.749657,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1121.99,1005.86,1001.39,1039.13,1008.51","error,error,error,error,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""sports""))(so_user (downvotes != last))(tag )(tag_question )","[3, 6, 9, 3, 8, 9]",300000.0,0.0,1037.7056,8.7331,298962.2944,289.099333,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1038.19,1052.24,1032.16,1029.97,1035.97","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1039.5825,13.1936,298960.4175,288.577375,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1057.50,1034.07,1022.37,1037.70,1046.27","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""drupal""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1047.3122,25.3495,298952.6878,286.447534,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1027.89,1032.63,1052.58,1089.43,1034.03","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""sports""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1048.1832,17.5285,298951.8168,286.209509,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1052.68,1055.93,1058.01,1057.25,1017.04","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1051.5146,10.1456,298948.4854,285.302736,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1043.72,1067.87,1045.90,1045.17,1054.92","error,error,error,error,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""english""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 1, 9, 3]",300000.0,0.0,1052.8618,10.0254,298947.1382,284.937685,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1037.32,1058.56,1064.07,1051.32,1053.04","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t< last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1055.1962,7.0545,298944.8038,284.307306,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1056.33,1056.13,1043.19,1058.87,1061.46","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""sports""))(so_user (last_access_date t!= median))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1058.5097,33.1892,298941.4903,283.417341,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1038.36,1117.12,1038.79,1049.88,1048.41","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""drupal""))(so_user (last_access_date t< last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1058.7736,69.4698,298941.2264,283.346691,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1045.41,1003.70,1041.70,1023.61,1179.46","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(so_user (last_access_date t< last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1065.9753,54.1802,298934.0247,281.432416,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1031.07,1031.91,1063.28,1043.55,1160.06","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""sports""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1105.0201,62.8434,298894.9799,271.488264,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1104.87,1158.96,1057.00,1029.45,1174.82","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t!= median))(tag )(tag_question )","[3, 6, 9, 3, 8, 9]",300000.0,0.0,1113.392,80.3429,298886.608,269.446886,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1069.32,1148.34,1239.25,1055.66,1054.38","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""italian""))(tag )(tag_question )","[3, 6, 9, 3, 8, 6, 9]",300000.0,0.0,1139.6663,7.0939,298860.3337,263.234944,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1130.30,1140.83,1144.12,1148.07,1135.01","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""drupal""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1202.8605,283.9016,298797.1395,249.40547,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1076.81,1081.41,1034.98,1112.81,1708.30","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t< last)(downvotes > mode))(tag )(tag_question )","[8, 6, 9, 8, 9, 4]",300000.0,0.0,1203.6347,13.7997,298796.3653,249.245049,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1217.42,1204.18,1217.17,1189.41,1190.00","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""drupal""))(so_user (last_access_date t!= last)(downvotes > mode))(tag )(tag_question )","[9, 6, 2, 9, 3, 2]",300000.0,0.0,1330.5381,29.0398,298669.4619,225.472682,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1301.85,1334.20,1356.45,1360.63,1299.55","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(so_user (last_access_date t< 0258))(tag )(tag_question )","[6, 1]",300000.0,0.0,1365.696,22.6347,298634.304,219.668213,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1357.79,1334.84,1391.07,1384.66,1360.12","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(so_user (last_access_date t!= last))(tag )(tag_question )","[9, 6, 2, 9, 3, 2]",300000.0,0.0,1434.6534,18.3848,298565.3466,209.109737,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1426.13,1411.35,1436.14,1461.53,1438.11","error,error,error,complete,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""sports""))(so_user (last_access_date t< last))(tag )(tag_question )",[6],300000.0,0.0,1446.792,13.7001,298553.208,207.355303,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1433.73,1468.87,1438.92,1450.10,1442.34","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(so_user (last_access_date t< last)(downvotes > mode))(tag )(tag_question )",[3],300000.0,0.0,1451.5175,16.5185,298548.4825,206.680245,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1457.19,1422.54,1456.23,1457.33,1464.30","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(so_user (downvotes > mode))(tag )(tag_question )","[7, 6, 0, 7, 8, 0, 3, 8]",300000.0,0.0,2500.1227,117.5139,297499.8773,119.994109,5,"300000.00,300000.00,300000.00,300000.00,300000.00","2397.48,2596.90,2349.19,2567.12,2589.93","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(so_user (downvotes > mode))(tag )(tag_question )","[7, 6, 0, 7, 8, 0, 3, 8]",300000.0,0.0,7293.4654,115.5082,292706.5346,41.13271,5,"300000.00,300000.00,300000.00,300000.00,300000.00","7289.42,7140.87,7330.12,7457.20,7249.72","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(answer (creation_date t> first))(badge )(comment (score = last))(tag )(tag_question ),"[9, 6, 2, 9, 9, 3]",300000.0,0.0,8201.8443,359.7653,291798.1557,36.577139,5,"300000.00,300000.00,300000.00,300000.00,300000.00","8195.08,7619.25,8547.61,8203.16,8444.14","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""law""))(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,13039.9152,151.1415,286960.0848,23.006285,5,"300000.00,300000.00,300000.00,300000.00,300000.00","12830.42,13176.44,12973.05,13024.39,13195.28","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""sports""))(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,13139.1623,348.027,286860.8377,22.832506,5,"300000.00,300000.00,300000.00,300000.00,300000.00","12936.98,12996.69,13745.39,13112.30,12904.46","error,error,error,complete,complete","complete,complete,complete,complete,complete",True,False
(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(tag )(tag_question ),"[3, 6, 9, 3, 8, 6, 9, 2]",300000.0,0.0,14505.3618,432.3463,285494.6382,20.682007,5,"300000.00,300000.00,300000.00,300000.00,300000.00","14336.24,15146.85,13984.98,14395.89,14662.85","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site )(tag )(tag_question ),"[1, 6, 9, 3, 9, 2]",300000.0,0.0,15887.6541,765.8583,284112.3459,18.882586,5,"300000.00,300000.00,300000.00,300000.00,300000.00","16853.05,15238.09,15282.72,16572.81,15491.60","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(comment )(site (site_name ""quantumcomputing""))(tag )(tag_question )","[8, 6, 9, 8, 9, 3]",145114.6911,2002.9339,26553.1666,298.2365,118561.5245,5.465062,5,"144374.05,145154.90,146681.23,147198.35,142164.92","26365.18,26886.35,26151.76,26769.25,26593.30","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(site (site_name ""academia""))(so_user (last_access_date t!= median)(downvotes > mode))(tag_question )","[7, 6, 9, 7]",123519.1032,2343.162,18930.1325,1217.0446,104588.9707,6.524999,5,"120003.21,122208.24,125271.57,125262.32,124850.18","16905.61,19110.63,18963.32,20111.99,19559.11","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t> first))(tag )(tag_question )","[7, 6, 5, 7, 9, 5]",97792.4737,1496.1689,14349.2491,52.2588,83443.2246,6.815163,5,"99305.20,96690.04,97173.88,96308.23,99485.03","14346.41,14317.90,14283.78,14380.64,14417.52","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t> first))(tag )(tag_question )","[8, 6, 9, 8, 2, 1, 9, 2]",98175.5698,1781.8363,14946.7504,732.6662,83228.8195,6.568355,5,"96097.05,96376.03,99698.22,99197.15,99509.39","15325.63,15263.88,13663.84,15446.34,15034.06","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t!= last))(tag )(tag_question )","[8, 6, 3, 8, 9, 1]",98325.1096,1030.8895,15691.44,1058.8159,82633.6697,6.266162,5,"99264.41,97095.24,99213.26,98692.92,97359.73","14579.85,16593.11,16660.18,16089.64,14534.42","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t!= first))(tag )(tag_question )","[7, 6, 5, 7, 9, 5]",92667.0022,12146.6,14511.6521,237.2751,78155.35,6.385696,5,"99060.79,70990.03,96814.36,97931.43,98538.40","14354.66,14356.10,14760.05,14781.00,14306.46","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (downvotes = first))(tag )(tag_question )","[1, 6, 9, 1, 9, 3]",81580.9414,1026.9082,13629.8649,1035.8892,67951.0766,5.985455,5,"81031.36,81587.78,80199.86,82824.06,82261.63","13931.87,14438.32,12506.30,14705.29,12567.54","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (downvotes = mode))(tag )(tag_question )","[1, 6, 1, 3, 9, 6]",80629.0772,355.5228,14094.6264,183.6679,66534.4508,5.720554,5,"80266.78,80919.92,80290.60,80620.56,81047.53","13784.18,14138.82,14222.05,14237.29,14090.79","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link (date t> first))(site (site_name ""languagelearning""))(so_user (downvotes = mode))(tag )(tag_question )","[9, 6]",81502.9651,1135.448,17933.8614,491.9698,63569.1037,4.544641,5,"82350.64,81573.86,80447.07,80285.34,82857.91","17669.03,17985.96,17412.99,17879.42,18721.91","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (downvotes = mode))(tag )(tag_question )","[1, 6, 9, 1, 9, 3]",77406.2504,10391.1121,14413.5545,542.3894,62992.6959,5.370379,5,"58920.10,81350.26,83098.71,83065.07,80597.11","13923.06,14515.97,14107.93,15304.31,14216.51","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (downvotes = first))(tag )(tag_question )","[3, 6, 0, 7, 9, 0]",81772.6043,708.3701,19696.9452,1325.1817,62075.6591,4.151537,5,"82081.13,82300.51,81832.59,80540.85,82107.94","17637.33,21251.52,19435.80,20035.29,20124.78","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(site (site_name ""codegolf""))(so_user (downvotes > first))(tag_question )","[7, 6, 9, 7]",61837.2124,2173.3283,10880.7309,137.8794,50956.4816,5.683186,5,"61597.01,59604.22,61861.57,60732.42,65390.84","10797.31,10973.63,10892.51,10696.77,11043.43","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(comment (score != first)(date t= last))(post_link (date t> 0889))(site )(tag ),"[6, 3, 8, 6, 4, 8]",71970.1375,983.5423,24543.0103,1556.2487,47427.1272,2.932409,5,"71674.34,71025.78,71353.02,73525.09,72272.46","24192.60,22813.09,24679.35,23987.91,27042.11","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(badge )(comment )(post_link (date t= first))(site (site_name ""law""))(tag_question )","[9, 6, 2, 9, 9, 3]",63255.6808,1044.6492,16174.3433,1879.0291,47081.3375,3.910865,5,"62857.47,63324.56,65021.97,62694.72,62379.68","19407.87,16240.23,14996.96,15225.58,15001.07","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""italian""))(so_user (downvotes > mode))(tag )(tag_question )","[1, 6, 9, 1]",51165.8479,659.981,10236.536,151.9651,40929.3119,4.998356,5,"51167.59,50947.08,50619.75,52290.73,50804.09","10057.52,10478.88,10202.92,10225.17,10218.20","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link (date t> first))(site (site_name ""italian""))(so_user (last_access_date t< last)(downvotes > mode))(tag )(tag_question )","[4, 6, 9, 4, 9, 3]",51345.5948,1136.534,10542.1266,318.9726,40803.4683,4.870516,5,"50560.94,49996.42,52591.03,51163.24,52416.36","11046.53,10250.56,10568.71,10560.58,10284.26","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""italian""))(so_user (downvotes != mode))(tag )(tag_question )","[0, 7, 0, 6, 9, 0]",50951.6904,934.6371,10239.2987,128.9369,40712.3917,4.976092,5,"51304.16,51826.10,51620.23,49578.48,50429.49","10300.53,10294.29,10025.97,10218.92,10356.79","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link (date t> first))(site (site_name ""italian""))(so_user (downvotes > mode))(tag )(tag_question )","[3, 6, 2, 3, 9, 2]",51217.7788,174.8596,10562.4431,149.6985,40655.3357,4.849047,5,"51001.02,51481.85,51216.47,51242.34,51147.21","10674.23,10334.14,10484.97,10649.30,10669.56","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link )(site (site_name ""italian""))(so_user (downvotes > mode))(tag )(tag_question )","[3, 6, 4, 3, 9, 4]",50510.4235,536.9096,10379.3101,248.0815,40131.1134,4.866453,5,"50801.64,50122.78,49853.46,51205.40,50568.84","10605.30,10321.75,10014.79,10618.23,10336.48","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link (date t> first))(site (site_name ""italian""))(so_user (reputation = mode)(last_access_date t< median))(tag )(tag_question )","[3, 4, 7, 3, 9, 7]",50137.5187,132.751,10521.8057,237.3098,39615.713,4.765106,5,"50157.16,50095.26,50344.90,49980.93,50109.34","10448.32,10594.55,10458.91,10230.67,10876.57","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(tag_question )","[9, 6, 3, 9, 3, 9]",40166.4626,7917.7689,1321.815,45.6885,38844.6476,30.387355,5,"36456.11,36104.43,36887.65,37069.92,54314.19","1304.56,1299.89,1300.32,1300.82,1403.48","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link )(site (site_name ""sports""))(so_user (downvotes > mode))(tag )(tag_question )","[7, 6, 5, 7, 9, 5]",45708.1154,526.7937,8096.1889,263.7806,37611.9265,5.645633,5,"46108.82,45102.34,45186.19,46223.01,45920.22","8225.63,7863.34,8476.32,8068.64,7847.02","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""sports""))(so_user (downvotes > mode))(tag )(tag_question )","[3, 6, 2, 3, 9, 2]",46054.442,746.5089,8911.2997,651.4023,37143.1424,5.168095,5,"45944.61,44993.47,46408.91,45900.24,47024.99","9419.58,8188.57,8207.64,9368.46,9372.25","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""sports""))(so_user (downvotes != mode))(tag )(tag_question )","[6, 6, 7, 7, 7, 7, 9, 0, 9, 8]",45845.6705,404.1902,8940.0129,167.1126,36905.6576,5.128144,5,"45398.12,46228.26,46294.50,45779.56,45527.90","8678.88,8925.26,9028.67,8938.98,9128.27","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link (date t!= first))(site (site_name ""sports""))(so_user (downvotes > mode))(tag )(tag_question )","[1, 6, 9, 1, 9, 3]",45639.0292,826.0084,9722.3017,213.4619,35916.7275,4.694262,5,"44729.15,46276.45,46092.30,46346.49,44750.76","9628.94,9517.80,9985.38,9915.64,9563.75","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link (date t> first))(site (site_name ""sports""))(so_user (downvotes > mode))(tag )(tag_question )","[1, 4, 5, 1]",45927.8319,628.1534,12108.2569,662.039,33819.5751,3.7931,5,"45008.72,45622.39,46487.81,46030.10,46490.14","11247.59,12085.35,11733.39,12538.07,12936.90","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> last))(badge )(comment (score != mode))(site )(tag )(tag_question ),"[3, 6, 9, 3, 8, 9]",34097.4878,1098.3192,738.8069,18.335,33358.6809,46.152096,5,"34459.49,32205.54,34786.07,34896.73,34139.61","757.60,757.92,729.08,732.91,716.52","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(badge )(comment )(post_link (date t= first))(site (site_name ""law""))(tag )(tag_question )","[7, 6, 9, 7, 9, 2]",44682.3698,682.8592,11391.3639,1281.3731,33291.0058,3.922478,5,"44982.88,44276.52,45654.17,43868.09,44630.19","12725.64,10428.98,10670.01,10285.52,12846.68","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> last))(badge )(comment (date t!= first))(site )(tag )(tag_question ),"[3, 6, 9, 3, 9, 2]",34545.2717,2001.996,2122.3523,114.3328,32422.9195,16.276879,5,"32057.30,35039.55,36833.63,32928.64,35867.24","2209.11,2125.13,2208.61,1929.91,2138.99","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link (date t> first))(site (site_name ""languagelearning""))(so_user (last_access_date t< median))(tag )(tag_question )","[5, 6, 9, 5, 9, 3]",58880.2676,1000.5862,27497.8552,445.0286,31382.4123,2.141268,5,"58653.65,59438.92,57443.79,60128.15,58736.83","27415.66,27375.55,27022.16,28233.47,27442.44","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> last))(badge )(comment )(site (site_name ""sports""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",32049.9578,3530.6163,787.5615,28.7692,31262.3963,40.69518,5,"27898.36,35238.17,34095.81,34482.71,28534.73","833.01,791.32,787.64,765.82,760.02","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
