query,generated_plan,default_plan_mean_ms,default_plan_std_ms,generated_plan_mean_ms,generated_plan_std_ms,absolute_advantage_ms,relative_advantage,n_runs,default_plan_all_runtimes_ms,generated_plan_all_runtimes_ms,default_statuses,generated_statuses,default_has_error_or_oom,default_has_timeout
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""languagelearning""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1024.3025,13.1379,298975.6975,292.882221,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1029.68,1027.38,1032.81,1001.06,1030.58","error,error,error,error,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""sports""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1035.3765,50.654,298964.6235,289.749657,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1121.99,1005.86,1001.39,1039.13,1008.51","error,error,error,error,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""sports""))(so_user (downvotes != last))(tag )(tag_question )","[3, 6, 9, 3, 8, 9]",300000.0,0.0,1037.7056,8.7331,298962.2944,289.099333,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1038.19,1052.24,1032.16,1029.97,1035.97","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1039.5825,13.1936,298960.4175,288.577375,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1057.50,1034.07,1022.37,1037.70,1046.27","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""drupal""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1047.3122,25.3495,298952.6878,286.447534,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1027.89,1032.63,1052.58,1089.43,1034.03","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""sports""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1048.1832,17.5285,298951.8168,286.209509,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1052.68,1055.93,1058.01,1057.25,1017.04","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1051.5146,10.1456,298948.4854,285.302736,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1043.72,1067.87,1045.90,1045.17,1054.92","error,error,error,error,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""english""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 1, 9, 3]",300000.0,0.0,1052.8618,10.0254,298947.1382,284.937685,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1037.32,1058.56,1064.07,1051.32,1053.04","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t< last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1055.1962,7.0545,298944.8038,284.307306,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1056.33,1056.13,1043.19,1058.87,1061.46","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""sports""))(so_user (last_access_date t!= median))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1058.5097,33.1892,298941.4903,283.417341,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1038.36,1117.12,1038.79,1049.88,1048.41","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""drupal""))(so_user (last_access_date t< last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1058.7736,69.4698,298941.2264,283.346691,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1045.41,1003.70,1041.70,1023.61,1179.46","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(so_user (last_access_date t< last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1065.9753,54.1802,298934.0247,281.432416,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1031.07,1031.91,1063.28,1043.55,1160.06","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""sports""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1105.0201,62.8434,298894.9799,271.488264,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1104.87,1158.96,1057.00,1029.45,1174.82","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t!= median))(tag )(tag_question )","[3, 6, 9, 3, 8, 9]",300000.0,0.0,1113.392,80.3429,298886.608,269.446886,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1069.32,1148.34,1239.25,1055.66,1054.38","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""italian""))(tag )(tag_question )","[3, 6, 9, 3, 8, 6, 9]",300000.0,0.0,1139.6663,7.0939,298860.3337,263.234944,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1130.30,1140.83,1144.12,1148.07,1135.01","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""drupal""))(so_user (last_access_date t!= last))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,1202.8605,283.9016,298797.1395,249.40547,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1076.81,1081.41,1034.98,1112.81,1708.30","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t< last)(downvotes > mode))(tag )(tag_question )","[8, 6, 9, 8, 9, 4]",300000.0,0.0,1203.6347,13.7997,298796.3653,249.245049,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1217.42,1204.18,1217.17,1189.41,1190.00","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""drupal""))(so_user (last_access_date t!= last)(downvotes > mode))(tag )(tag_question )","[9, 6, 2, 9, 3, 2]",300000.0,0.0,1330.5381,29.0398,298669.4619,225.472682,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1301.85,1334.20,1356.45,1360.63,1299.55","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(so_user (last_access_date t< 0258))(tag )(tag_question )","[6, 1]",300000.0,0.0,1365.696,22.6347,298634.304,219.668213,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1357.79,1334.84,1391.07,1384.66,1360.12","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(so_user (last_access_date t!= last))(tag )(tag_question )","[9, 6, 2, 9, 3, 2]",300000.0,0.0,1434.6534,18.3848,298565.3466,209.109737,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1426.13,1411.35,1436.14,1461.53,1438.11","error,error,error,complete,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""sports""))(so_user (last_access_date t< last))(tag )(tag_question )",[6],300000.0,0.0,1446.792,13.7001,298553.208,207.355303,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1433.73,1468.87,1438.92,1450.10,1442.34","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(so_user (last_access_date t< last)(downvotes > mode))(tag )(tag_question )",[3],300000.0,0.0,1451.5175,16.5185,298548.4825,206.680245,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1457.19,1422.54,1456.23,1457.33,1464.30","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(so_user (downvotes > mode))(tag )(tag_question )","[7, 6, 0, 7, 8, 0, 3, 8]",300000.0,0.0,2500.1227,117.5139,297499.8773,119.994109,5,"300000.00,300000.00,300000.00,300000.00,300000.00","2397.48,2596.90,2349.19,2567.12,2589.93","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(answer (creation_date t> last))(badge )(comment (score < first))(site )(tag )(tag_question ),"[3, 6, 9, 3, 9, 2]",29968.8118,1788.2776,593.8779,9.0561,29374.9338,50.462915,5,"29727.76,28829.81,28994.43,29181.95,33110.11","598.48,604.51,583.22,597.49,585.69","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> last))(badge )(comment (score < mode))(site )(tag )(tag_question ),"[3, 6, 9, 3, 2, 1, 9, 2]",29769.0942,3528.0451,598.9542,13.2892,29170.1401,49.701791,5,"26860.60,32731.02,26980.83,34380.12,27892.90","577.35,596.22,602.55,610.71,607.94","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> last))(badge )(comment (score != mode))(site )(tag )(tag_question ),"[3, 6, 9, 3, 8, 9]",34097.4878,1098.3192,738.8069,18.335,33358.6809,46.152096,5,"34459.49,32205.54,34786.07,34896.73,34139.61","757.60,757.92,729.08,732.91,716.52","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(so_user (downvotes > mode))(tag )(tag_question )","[7, 6, 0, 7, 8, 0, 3, 8]",300000.0,0.0,7293.4654,115.5082,292706.5346,41.13271,5,"300000.00,300000.00,300000.00,300000.00,300000.00","7289.42,7140.87,7330.12,7457.20,7249.72","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> last))(badge )(comment )(site (site_name ""english""))(tag )(tag_question )","[3, 6, 9, 1, 9, 3]",31675.4705,2821.5013,778.2176,9.5243,30897.2528,40.702586,5,"28319.10,29135.13,33917.45,34602.81,32402.87","781.94,785.64,764.02,786.36,773.13","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> last))(badge )(comment )(site (site_name ""sports""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",32049.9578,3530.6163,787.5615,28.7692,31262.3963,40.69518,5,"27898.36,35238.17,34095.81,34482.71,28534.73","833.01,791.32,787.64,765.82,760.02","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> last))(badge )(comment )(site (site_name ""law""))(tag )(tag_question )","[3, 6, 9, 3, 9, 4]",31464.8331,3148.1535,788.286,9.6878,30676.5471,39.915503,5,"27948.42,35430.05,31408.31,28873.36,33664.02","774.42,790.67,784.97,790.34,801.03","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(badge )(comment (score < mode))(site (site_name ""chemistry""))(tag_question )","[3, 6, 9, 3, 9, 2]",31309.3315,1816.8004,786.4633,5.3052,30522.8682,39.810289,5,"32369.97,29852.75,34010.33,30203.66,30109.94","792.34,791.79,782.53,780.86,784.80","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> last))(badge )(comment )(site (site_name ""italian""))(tag )(tag_question )","[3, 6, 9, 3, 2, 7, 9, 2]",30752.955,2425.6824,789.4969,8.7572,29963.4581,38.952598,5,"28571.83,31649.70,28193.62,34095.56,31254.07","782.95,780.58,786.31,799.30,798.33","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(comment (date t< first))(site (site_name ""cooking""))(so_user )(tag_question )","[3, 6, 7, 3, 7, 9]",30069.5064,2194.7665,777.4587,15.0072,29292.0477,38.676662,5,"28190.01,29401.25,33733.60,28723.85,30298.83","785.82,783.57,787.05,779.78,751.07","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> last))(badge )(comment )(site (site_name ""languagelearning""))(tag )(tag_question )","[3, 6, 9, 3, 8]",30177.2589,1269.1632,788.2086,5.6096,29389.0503,38.28588,5,"31597.25,30142.75,31280.35,28696.08,29169.87","794.68,791.33,784.98,789.69,780.36","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> last))(badge )(comment )(site (site_name ""es""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",30259.1885,1750.6586,793.2715,7.6018,29465.917,38.144808,5,"28899.24,27945.28,31475.92,30960.29,32015.21","799.75,790.47,802.87,787.37,785.90","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> last))(badge )(comment )(site (site_name ""drupal""))(tag )(tag_question )","[3, 6, 9, 3, 9, 6]",29606.5797,2173.6353,785.763,5.3586,28820.8167,37.678766,5,"27752.32,27752.85,29518.24,29953.89,33055.60","777.73,784.37,791.10,785.41,790.20","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> first))(badge )(comment (score = last))(tag )(tag_question ),"[9, 6, 2, 9, 9, 3]",300000.0,0.0,8201.8443,359.7653,291798.1557,36.577139,5,"300000.00,300000.00,300000.00,300000.00,300000.00","8195.08,7619.25,8547.61,8203.16,8444.14","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(account )(comment (date t> last))(site )(tag_question ),"[7, 0, 7, 6, 3, 7, 3, 9]",30915.1219,3637.346,987.6562,54.4874,29927.4657,31.301501,5,"27925.10,33285.70,28128.18,29097.49,36139.15","967.04,971.93,1084.46,958.83,956.02","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""law""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",31785.8162,252.1619,1021.907,6.5764,30763.9092,31.104412,5,"31824.21,32105.79,31909.64,31641.93,31447.52","1015.97,1030.04,1017.52,1027.99,1018.01","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(tag_question )","[9, 6, 3, 9, 3, 9]",40166.4626,7917.7689,1321.815,45.6885,38844.6476,30.387355,5,"36456.11,36104.43,36887.65,37069.92,54314.19","1304.56,1299.89,1300.32,1300.82,1403.48","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> last))(badge )(comment (score != first))(site )(tag )(tag_question ),"[9, 6, 2, 9, 3, 2]",30524.1301,1095.7167,1081.0894,13.5102,29443.0407,28.234604,5,"31896.50,30660.62,29765.62,29138.14,31159.77","1074.33,1087.38,1076.57,1066.09,1101.08","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(comment (date t> median)(score < mode))(post_link )(site ),"[4, 6, 3, 4]",12142.3138,199.3597,452.185,22.8864,11690.1289,26.852538,5,"11912.77,12109.03,12048.75,12192.23,12448.80","436.28,475.99,433.84,478.44,436.37","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> last))(badge )(comment )(site )(tag )(tag_question ),"[4, 6, 9, 4, 3, 9]",28500.7157,983.104,1111.0221,4.7176,27389.6936,25.652698,5,"27978.46,30206.79,27794.73,28074.77,28448.82","1116.85,1109.75,1113.18,1104.04,1111.29","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(comment (date t> last)(score != 0709))(post_link )(question ),"[5, 4, 5, 6, 3, 5]",11624.5596,164.9875,454.4416,12.2973,11170.118,25.579876,5,"11471.30,11906.04,11573.56,11568.85,11603.05","451.06,464.11,467.82,452.60,436.62","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(comment (score < first)(date t> first))(post_link )(so_user (upvotes = 0418)),"[7, 6, 4, 7, 4, 3]",8878.8363,169.4255,353.478,3.784,8525.3582,25.118497,5,"8878.29,8897.45,8682.85,8794.25,9141.34","348.56,357.80,350.61,354.91,355.51","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""drupal""))(tag_question )","[6, 3, 6]",31861.3487,174.7187,1286.9971,8.4551,30574.3515,24.756348,5,"31850.56,32040.71,31706.88,32035.76,31672.83","1296.87,1284.32,1274.20,1288.86,1290.74","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(post_link )(question )(so_user (creation_date t> last)(downvotes != median))(tag_question ),"[5, 7, 4, 5, 9, 4]",141.6798,2.3594,6.0545,0.347,135.6253,23.40075,5,"144.75,139.06,139.63,142.99,141.97","6.23,6.17,6.21,5.44,6.23","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""law""))(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,13039.9152,151.1415,286960.0848,23.006285,5,"300000.00,300000.00,300000.00,300000.00,300000.00","12830.42,13176.44,12973.05,13024.39,13195.28","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score < mode))(post_link )(site (site_name ""sports""))(tag_question )","[3, 6, 9, 3, 9, 2]",300000.0,0.0,13139.1623,348.027,286860.8377,22.832506,5,"300000.00,300000.00,300000.00,300000.00,300000.00","12936.98,12996.69,13745.39,13112.30,12904.46","error,error,error,complete,complete","complete,complete,complete,complete,complete",True,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""languagelearning""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",21178.8318,3267.4311,1020.8001,22.1808,20158.0317,20.747287,5,"19889.05,19602.87,19710.41,27020.73,19671.10","1006.03,1004.93,1005.56,1033.41,1054.07","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(tag )(tag_question ),"[3, 6, 9, 3, 8, 6, 9, 2]",300000.0,0.0,14505.3618,432.3463,285494.6382,20.682007,5,"300000.00,300000.00,300000.00,300000.00,300000.00","14336.24,15146.85,13984.98,14395.89,14662.85","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> last))(badge )(comment (score = mode))(site )(tag )(tag_question ),"[4, 4, 7, 4, 9, 7]",32007.8256,2017.6017,1619.3691,72.7953,30388.4565,19.765615,5,"30653.58,35245.73,31791.10,32298.75,30049.96","1577.03,1564.74,1564.13,1725.35,1665.60","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(comment (score > last)(date t> first))(question (view_count != last)),"[5, 6, 3, 5]",7847.2601,110.9286,413.1541,21.4208,7434.106,18.993542,5,"7790.94,7867.33,7771.86,8032.95,7773.23","418.99,395.34,439.90,387.61,423.93","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site )(tag )(tag_question ),"[1, 6, 9, 3, 9, 2]",300000.0,0.0,15887.6541,765.8583,284112.3459,18.882586,5,"300000.00,300000.00,300000.00,300000.00,300000.00","16853.05,15238.09,15282.72,16572.81,15491.60","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""english""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",19119.2807,309.7382,1024.762,12.7627,18094.5187,18.657289,5,"19138.75,18900.29,19552.17,19248.36,18756.84","1039.23,1026.39,1008.99,1034.36,1014.84","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(answer (creation_date t> last))(badge )(comment (date t!= first))(site )(tag )(tag_question ),"[3, 6, 9, 3, 9, 2]",34545.2717,2001.996,2122.3523,114.3328,32422.9195,16.276879,5,"32057.30,35039.55,36833.63,32928.64,35867.24","2209.11,2125.13,2208.61,1929.91,2138.99","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""sports""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",15065.267,2783.6042,1019.0863,13.7376,14046.1808,14.783113,5,"20038.91,13964.52,13912.13,13613.94,13796.83","1012.46,1037.07,1006.03,1009.55,1030.32","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""italian""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",13360.2812,2546.2847,1009.4766,8.36,12350.8046,13.23486,5,"12250.99,11902.67,12733.41,12034.33,17880.01","1005.15,999.94,1005.73,1018.95,1017.61","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(comment (date t> last))(post_link )(so_user (reputation = mode)),"[7, 6, 4, 7, 3, 4]",4181.444,86.5628,336.5811,20.8716,3844.8628,12.423287,5,"4059.35,4228.40,4154.81,4291.37,4173.29","330.20,328.03,326.43,373.73,324.51","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t> first))(badge )(comment (score = last))(post_link )(site (site_name ""drupal""))(tag )(tag_question )","[3, 6, 9, 3, 9, 2]",8277.9666,1519.5362,1027.6507,13.1056,7250.3159,8.055233,5,"7547.16,7904.11,7469.54,10977.87,7491.16","1026.77,1035.29,1028.74,1006.46,1040.98","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(badge )(comment (score < first)(date t!= 0001))(post_link ),"[4, 6, 3, 4, 3, 2]",5460.3498,82.8955,721.9376,14.1937,4738.4121,7.563465,5,"5530.19,5433.17,5370.85,5563.65,5403.89","740.93,714.74,703.67,729.57,720.78","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t!= last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t> first))(tag )(tag_question )","[7, 6, 5, 7, 9, 5]",97792.4737,1496.1689,14349.2491,52.2588,83443.2246,6.815163,5,"99305.20,96690.04,97173.88,96308.23,99485.03","14346.41,14317.90,14283.78,14380.64,14417.52","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
"(answer (creation_date t< last))(comment )(post_link )(site (site_name ""languagelearning""))(so_user (last_access_date t> first))(tag )(tag_question )","[8, 6, 9, 8, 2, 1, 9, 2]",98175.5698,1781.8363,14946.7504,732.6662,83228.8195,6.568355,5,"96097.05,96376.03,99698.22,99197.15,99509.39","15325.63,15263.88,13663.84,15446.34,15034.06","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
